Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-01-04 00:00:00-05:00,213.92603952860762,214.37786849670263,206.50452649503688,209.27317810058594,37130100,0.0,0.0
2021-01-05 00:00:00-05:00,208.85976716508725,210.0710594090714,207.36008597617078,209.4750213623047,23823000,0.0,0.0
2021-01-06 00:00:00-05:00,203.96659419117705,208.1195714660329,203.7454910869233,204.0435028076172,35930700,0.0,0.0
2021-01-07 00:00:00-05:00,205.76429862560525,210.85938106284232,205.44707073489354,209.8499755859375,27694500,0.0,0.0
2021-01-08 00:00:00-05:00,210.2248973348111,212.05144408339618,208.63869919547895,211.12855529785156,22956200,0.0,0.0
2021-01-11 00:00:00-05:00,210.02300695772928,210.4459970034863,208.35027759554967,209.08090209960938,23031300,0.0,0.0
2021-01-12 00:00:00-05:00,208.12917712293333,208.70598440512015,205.0721366662714,206.619873046875,23249300,0.0,0.0
2021-01-13 00:00:00-05:00,205.74506591051468,208.37911628016133,205.65853455119372,207.97535705566406,20087100,0.0,0.0
2021-01-14 00:00:00-05:00,207.5620431969496,209.05211681525142,204.51461007334788,204.78378295898438,29480800,0.0,0.0
2021-01-15 00:00:00-05:00,205.26435033576757,206.21606304760525,203.83195522790322,204.427978515625,31746500,0.0,0.0
2021-01-19 00:00:00-05:00,205.48549221860986,208.59060221597767,204.40880100018782,208.0714874267578,30480900,0.0,0.0
2021-01-20 00:00:00-05:00,209.28277771906542,217.05997996557417,208.88862656387894,215.66604614257812,37777300,0.0,0.0
2021-01-21 00:00:00-05:00,216.01208752507486,217.55023021829834,213.82024372196176,216.2716522216797,30709400,0.0,0.0
2021-01-22 00:00:00-05:00,218.30010489062968,221.17450381399632,217.06959641111914,217.2137908935547,30172700,0.0,0.0
2021-01-25 00:00:00-05:00,220.26121386318684,220.89569889665592,215.55067516485178,220.65536499023438,33152100,0.0,0.0
2021-01-26 00:00:00-05:00,222.8952780175176,225.12556903391163,221.184101782989,223.34710693359375,49169600,0.0,0.0
2021-01-27 00:00:00-05:00,228.79789854562574,231.1435600205835,221.2417992926183,223.89508056640625,69870600,0.0,0.0
2021-01-28 00:00:00-05:00,226.5002982458668,233.25848684590053,226.0003995892036,229.69192504882812,49111200,0.0,0.0
2021-01-29 00:00:00-05:00,226.8656060692636,228.8171162716666,222.40500922536845,222.99142456054688,42503100,0.0,0.0
2021-02-01 00:00:00-05:00,225.97152200382718,233.12386052530476,223.44320492555232,230.38404846191406,33314200,0.0,0.0
2021-02-02 00:00:00-05:00,231.97029548956272,232.9412392161706,229.4612088540299,230.24949645996094,25916300,0.0,0.0
2021-02-03 00:00:00-05:00,230.30719416490047,235.61375651700394,230.00916778453657,233.6045684814453,27158100,0.0,0.0
2021-02-04 00:00:00-05:00,233.2777089960579,233.83528542530067,231.07624217466682,232.65283203125,25296100,0.0,0.0
2021-02-05 00:00:00-05:00,232.86434915222415,233.87375459980734,231.12433383255606,232.83551025390625,18054800,0.0,0.0
2021-02-08 00:00:00-05:00,233.74876347372876,234.258270207897,231.4992415150819,233.09506225585938,22211900,0.0,0.0
2021-02-09 00:00:00-05:00,232.5182108433032,235.2964698294735,232.04716584008827,234.34475708007812,23565000,0.0,0.0
2021-02-10 00:00:00-05:00,235.5272231317253,236.41165012771697,231.57613320998735,233.4315185546875,22186700,0.0,0.0
2021-02-11 00:00:00-05:00,235.3157376694766,235.67142716359078,232.78742023275922,235.03695678710938,15751100,0.0,0.0
2021-02-12 00:00:00-05:00,234.49859580039447,235.8156356029803,233.34499596529108,235.5176239013672,16561100,0.0,0.0
2021-02-16 00:00:00-05:00,235.55607452010733,236.61354960880325,233.52765570002188,234.27749633789062,26728500,0.0,0.0
2021-02-17 00:00:00-05:00,232.52383013252495,235.4048344432104,232.15767652677806,235.29884338378906,21653500,0.56,0.0
2021-02-18 00:00:00-05:00,232.98635382533212,235.0387049829985,232.08061462497622,234.90380859375,16925600,0.0,0.0
2021-02-19 00:00:00-05:00,234.8652516018974,234.97124266251927,231.42537193657122,232.18658447265625,25262600,0.0,0.0
2021-02-22 00:00:00-05:00,228.7660156487048,229.2574208051001,223.92899103069783,225.9620819091797,36446900,0.0,0.0
2021-02-23 00:00:00-05:00,221.93441903027252,226.27039297069203,220.3927335259712,224.7672576904297,30228700,0.0,0.0
2021-02-24 00:00:00-05:00,221.6260859908562,226.62691184556778,220.65290597795175,226.0006103515625,26339700,0.0,0.0
2021-02-25 00:00:00-05:00,223.6206454640999,226.0391502353063,219.57373913394193,220.64328002929688,39542200,0.0,0.0
2021-02-26 00:00:00-05:00,223.09067530726543,226.79070286617392,221.17320598719547,223.90969848632812,37819200,0.0,0.0
2021-03-01 00:00:00-05:00,227.30138207369913,228.81416225129144,224.6516202387032,228.30348205566406,25324000,0.0,0.0
2021-03-02 00:00:00-05:00,228.37092841617996,228.65036608626744,224.94069354651947,225.3453826904297,22812500,0.0,0.0
2021-03-03 00:00:00-05:00,223.69776233461502,225.06600151406744,218.97635870710167,219.2654266357422,34029500,0.0,0.0
2021-03-04 00:00:00-05:00,218.47528211448403,224.01569334198643,216.08566807744373,218.46563720703125,44727800,0.0,0.0
2021-03-05 00:00:00-05:00,221.15395671882018,224.7672685097658,218.20549664982508,223.15814208984375,41872800,0.0,0.0
2021-03-08 00:00:00-05:00,222.9365171850772,224.8636168253928,218.85107535727434,219.10159301757812,35267400,0.0,0.0
2021-03-09 00:00:00-05:00,224.39144766882563,226.80032179889255,223.22554612072886,225.25863647460938,33080500,0.0,0.0
2021-03-10 00:00:00-05:00,228.36128646522027,228.36128646522027,223.58207332574838,223.94822692871094,29746800,0.0,0.0
2021-03-11 00:00:00-05:00,226.39568605118393,230.45222280853406,225.76936980823757,228.48658752441406,29907600,0.0,0.0
2021-03-12 00:00:00-05:00,225.4802632973493,227.22430063000746,224.72869569658027,227.15684509277344,22653700,0.0,0.0
2021-03-15 00:00:00-04:00,226.3956551753094,226.6172675005386,223.360464648673,226.25111389160156,26034900,0.0,0.0
2021-03-16 00:00:00-04:00,227.66752641282557,231.30974317417687,227.33992303701345,229.04541015625,28092200,0.0,0.0
2021-03-17 00:00:00-04:00,227.54226736123874,229.85479558056207,224.72870385827406,228.3998260498047,29562100,0.0,0.0
2021-03-18 00:00:00-04:00,224.0831392862076,225.65373016609632,221.93442734749217,222.31021118164062,34833000,0.0,0.0
2021-03-19 00:00:00-04:00,222.59928144301026,223.99642572837095,220.99015502303175,221.95370483398438,46430700,0.0,0.0
2021-03-22 00:00:00-04:00,221.87660163832476,228.26492638484754,221.7513354679177,227.3881072998047,30127000,0.0,0.0
2021-03-23 00:00:00-04:00,228.8334500612015,232.26368503825154,228.42876090462175,228.920166015625,31638400,0.0,0.0
2021-03-24 00:00:00-04:00,229.18030941662,229.32483599524002,226.7425297732149,226.87742614746094,25620100,0.0,0.0
2021-03-25 00:00:00-04:00,226.72326863404157,228.3034897022799,223.12923203238185,223.87115478515625,34061900,0.0,0.0
2021-03-26 00:00:00-04:00,223.10995145759244,228.0818717832289,223.10995145759244,227.86024475097656,25479900,0.0,0.0
2021-03-29 00:00:00-04:00,227.96624975182988,228.16860168438848,223.42793830588067,226.66546630859375,25227500,0.0,0.0
2021-03-30 00:00:00-04:00,225.01775850125983,225.32610146009205,222.67633980585904,223.3990020751953,24792000,0.0,0.0
2021-03-31 00:00:00-04:00,224.4203943599418,230.38477015809215,223.91934433177798,227.1761474609375,43623500,0.0,0.0
2021-04-01 00:00:00-04:00,229.77771851430987,233.98842637192715,229.37302936873,233.51629638671875,30338000,0.0,0.0
2021-04-05 00:00:00-04:00,233.9113219956121,240.84889166046807,233.85351136550526,239.9913330078125,36910600,0.0,0.0
2021-04-06 00:00:00-04:00,238.58456726121224,240.30931493909185,237.88118002189182,238.82545471191406,22931900,0.0,0.0
2021-04-07 00:00:00-04:00,238.7772763423201,241.78354704819517,238.17988016425605,240.7910919189453,22719800,0.0,0.0
2021-04-08 00:00:00-04:00,243.5564669257725,244.87652533779865,242.8145295243861,244.0189666748047,23625200,0.0,0.0
2021-04-09 00:00:00-04:00,243.6528418652881,246.65912734571288,243.23852249383873,246.52423095703125,24326800,0.0,0.0
2021-04-12 00:00:00-04:00,245.42577443800744,248.27788829668532,245.3390437825906,246.58203125,27148700,0.0,0.0
2021-04-13 00:00:00-04:00,247.88284565910578,249.74248982614807,247.4684968725748,249.0679931640625,23837500,0.0,0.0
2021-04-14 00:00:00-04:00,248.0948201880165,249.39558893106727,245.85937753080964,246.27369689941406,23070900,0.0,0.0
2021-04-15 00:00:00-04:00,248.5284334986232,250.455533413762,248.335741150236,250.0412139892578,25627500,0.0,0.0
2021-04-16 00:00:00-04:00,250.01224908665404,251.48647899420502,248.21041580022555,251.23594665527344,24878600,0.0,0.0
2021-04-19 00:00:00-04:00,250.7060427389664,251.94903030329314,248.4224342545299,249.3088836669922,23209300,0.0,0.0
2021-04-20 00:00:00-04:00,248.4223797923588,250.71563268239618,247.47809054198993,248.84634399414062,19722900,0.0,0.0
2021-04-21 00:00:00-04:00,249.50164142213325,251.17820902637308,247.873239556208,251.08184814453125,24030400,0.0,0.0
2021-04-22 00:00:00-04:00,250.7252822460007,252.23806247127882,246.32186735766558,247.79611206054688,25606200,0.0,0.0
2021-04-23 00:00:00-04:00,248.48029019698873,251.97798156359013,247.89250937909358,251.63108825683594,21462600,0.0,0.0
2021-04-26 00:00:00-04:00,252.12243948254556,252.8740071362848,250.6867597170553,252.0164337158203,19763300,0.0,0.0
2021-04-27 00:00:00-04:00,252.04534404118542,253.59667451171134,250.638569564994,252.421142578125,31014200,0.0,0.0
2021-04-28 00:00:00-04:00,246.7458045014703,247.18905855365446,243.72990381278854,245.28121948242188,46903100,0.0,0.0
2021-04-29 00:00:00-04:00,246.14843764309805,246.76510892515492,239.92389948451506,243.3059539794922,40589000,0.0,0.0
2021-04-30 00:00:00-04:00,240.63689674266536,243.8551490698996,240.50200037872744,242.98794555664062,30945100,0.0,0.0
2021-05-03 00:00:00-04:00,244.16351722830558,245.0789013145946,241.9666248264187,242.67965698242188,19626600,0.0,0.0
2021-05-04 00:00:00-04:00,241.82209157802384,242.0533488201837,236.80199071116783,238.75799560546875,32756100,0.0,0.0
2021-05-05 00:00:00-04:00,239.98172031267046,240.40568459382968,236.85982824705025,237.4861297607422,21901300,0.0,0.0
2021-05-06 00:00:00-04:00,237.46684663242817,240.75255499791135,235.77100426763195,240.62728881835938,26491100,0.0,0.0
2021-05-07 00:00:00-04:00,242.95909968292804,245.0307407748161,242.01482490434623,243.2578125,27032900,0.0,0.0
2021-05-10 00:00:00-04:00,241.72572808374886,242.55438148087032,238.11241641652208,238.17022705078125,29299900,0.0,0.0
2021-05-11 00:00:00-04:00,235.6361412261887,237.61142154755464,233.72831645800457,237.25489807128906,33641600,0.0,0.0
2021-05-12 00:00:00-04:00,233.34288845144533,235.4723402993621,229.39234249791417,230.28843688964844,36684400,0.0,0.0
2021-05-13 00:00:00-04:00,232.98631627818247,236.64780801391828,232.6201626938285,234.17147827148438,29624300,0.0,0.0
2021-05-14 00:00:00-04:00,236.6285734518454,240.09734408331312,236.54185749414458,239.10488891601562,23901100,0.0,0.0
2021-05-17 00:00:00-04:00,237.56323746036142,237.6017729882981,234.64368235753875,236.2431640625,24970200,0.0,0.0
2021-05-18 00:00:00-04:00,237.29340691705676,237.4283032972884,234.04623418149055,234.2196807861328,20168000,0.0,0.0
2021-05-19 00:00:00-04:00,231.11954918173777,234.90538436974762,230.43385737322748,234.7991485595703,25739800,0.56,0.0
2021-05-20 00:00:00-04:00,235.6103869428777,239.46381831338093,235.51380358455043,238.04412841796875,21800700,0.0,0.0
2021-05-21 00:00:00-04:00,239.09685992167127,239.8308434203437,236.36371563375428,236.77899169921875,21863100,0.0,0.0
2021-05-24 00:00:00-04:00,239.30930407821415,242.56397480609962,239.0388883437946,242.1969757080078,21411500,0.0,0.0
2021-05-25 00:00:00-04:00,243.1531195669874,244.09957472157194,242.23563647676897,243.10482788085938,17704300,0.0,0.0
2021-05-26 00:00:00-04:00,242.82473156759428,244.28306083094176,242.16801182939886,242.8826904296875,17771600,0.0,0.0
2021-05-27 00:00:00-04:00,242.57359346087833,242.87298121538873,240.71930808175395,240.77725219726562,24426200,0.0,0.0
2021-05-28 00:00:00-04:00,242.4094580171836,243.45249649735703,241.01874004361903,241.13462829589844,18270200,0.0,0.0
2021-06-01 00:00:00-04:00,242.63156646330611,242.6895105857164,238.50771922855193,238.93264770507812,23213300,0.0,0.0
2021-06-02 00:00:00-04:00,239.63770018013474,240.7386828366705,237.42606768789702,238.8361053466797,19406700,0.0,0.0
2021-06-03 00:00:00-04:00,236.82731737156632,237.90898052201237,234.68329595796422,237.30055236816406,25307700,0.0,0.0
2021-06-04 00:00:00-04:00,239.2803383111711,243.03720136663765,239.0388946321911,242.20663452148438,25281100,0.0,0.0
2021-06-07 00:00:00-04:00,241.42434183616524,245.3936762199527,241.26016191476182,245.12326049804688,23079200,0.0,0.0
2021-06-08 00:00:00-04:00,246.42708853723312,247.24800296865635,243.8677766099774,243.9257354736328,22455000,0.0,0.0
2021-06-09 00:00:00-04:00,245.12329927133203,246.78443310382474,244.54384323411264,244.91082763671875,17937600,0.0,0.0
2021-06-10 00:00:00-04:00,245.58683497315405,248.6483389164334,244.98805939193187,248.4358673095703,24563600,0.0,0.0
2021-06-11 00:00:00-04:00,249.16022882734407,249.64311622270577,247.82745490044852,249.0636749267578,18999700,0.0,0.0
2021-06-14 00:00:00-04:00,249.07325155986953,251.053107079254,248.01089365594376,250.9951629638672,19150500,0.0,0.0
2021-06-15 00:00:00-04:00,250.87924750100984,251.09171908369294,248.86078220207082,249.5175018310547,18038900,0.0,0.0
2021-06-16 00:00:00-04:00,250.52196031099743,251.66156742450917,245.71240625795707,248.57110595703125,27220000,0.0,0.0
2021-06-17 00:00:00-04:00,247.30591779576557,252.79151064764056,247.24797367552839,251.97059631347656,27565500,0.0,0.0
2021-06-18 00:00:00-04:00,250.74407003411417,253.32267177206154,249.89418365035087,250.5509033203125,37202200,0.0,0.0
2021-06-21 00:00:00-04:00,250.9276240531391,254.50097324951585,249.09265776601498,253.64144897460938,26696100,0.0,0.0
2021-06-22 00:00:00-04:00,253.72836207780614,256.69329785095465,253.41930706163052,256.4228820800781,24694100,0.0,0.0
2021-06-23 00:00:00-04:00,256.88639899107653,257.69764618957555,255.37979284056348,256.1910400390625,19518700,0.0,0.0
2021-06-24 00:00:00-04:00,257.05057958881,258.6827410747314,256.3841927348846,257.56243896484375,21446900,0.0,0.0
2021-06-25 00:00:00-04:00,257.11823948352804,258.103319184033,255.6985493272397,255.9496307373047,25611100,0.0,0.0
2021-06-28 00:00:00-04:00,257.07960114345985,259.69684264758814,256.80918537336294,259.52301025390625,19590000,0.0,0.0
2021-06-29 00:00:00-04:00,259.66788832997133,262.35274132840755,258.8083640092798,262.1112976074219,19937800,0.0,0.0
2021-06-30 00:00:00-04:00,261.4255829956221,262.07263560674545,260.3728920002913,261.6283874511719,21656500,0.0,0.0
2021-07-01 00:00:00-04:00,260.38247086463474,262.5361587924696,260.3728331605251,262.30438232421875,16725300,0.0,0.0
2021-07-02 00:00:00-04:00,263.48263005971666,268.485335349886,263.1735751181436,268.1473083496094,26458000,0.0,0.0
2021-07-06 00:00:00-04:00,268.51440598750753,269.80854087321734,264.91205484296137,268.1570739746094,31565600,0.0,0.0
2021-07-07 00:00:00-04:00,269.83747524788464,271.0833330016929,267.6644819315975,270.3493347167969,23260000,0.0,0.0
2021-07-08 00:00:00-04:00,267.4230102236361,269.1903944407324,265.46248874918336,267.92523193359375,24618600,0.0,0.0
2021-07-09 00:00:00-04:00,266.28343840641656,268.5336808014434,265.89713436744273,268.4274597167969,23916700,0.0,0.0
2021-07-12 00:00:00-04:00,269.60569640968833,270.19480488995174,267.1139809234751,267.82867431640625,18931700,0.0,0.0
2021-07-13 00:00:00-04:00,268.02177128034975,273.16936668942884,267.8962453327776,271.3633728027344,26120100,0.0,0.0
2021-07-14 00:00:00-04:00,272.68650643884115,273.95166900294385,270.94809420573137,272.8410339355469,23113700,0.0,0.0
